word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,hypo,hyper,var
affidavit,선서 진술서,（法庭上作证用的）书面证词,,/ˌafɪˈdeɪvɪt/,,"statement, attestation, contention, claim, allegation, avowal, plea, charge, submission, declaration, sworn statement","From Medieval Latin affidavit (“he has sworn”), the third person singular perfect tense of affido (“swear”), from fīdō, ultimately from Proto-Indo-European *bʰidʰ-, zero-grade of Proto-Indo-European *bʰeydʰ- (“to command, to persuade, to trust”). Cognate to fidelity and faith (same Latin root), but not to affirm (shared Latin ad- prefix, but different Latin and Proto-Indo-European roots).
",,,
chronometer,크로노미터(특히 항해 때 쓰는 정밀 시계),精密时计,,/krəˈnɒmɪtə/,,"small clock, timer, chronometer","From Ancient Greek χρόνος (khrónos, “time”) + μέτρον (métron, “measure”); synchronically, chrono- +‎ -meter.
",,,
susceptible,민감한,易受影响的，易受伤害的,,/səˈsɛptɪb(ə)l/,,"vulnerable to, receptive to, defenceless against","From Late Latin susceptibilis, from Latin susceptus, from suscipiō.
",,,
hector,위협하다,威吓,,/ˈhɛktə/,,"badger, cow, plague, chivvy, browbeat, harass, intimidate, torment","From Hector (“in Greek and Roman mythology, a character in Homer’s Iliad who is the greatest warrior of Troy”), from Late Middle English Hector (“warrior with the qualities of Hector”),[1] from Latin Hectōr or Ancient Greek Ἕκτωρ (Héktōr), from ἕκτωρ (héktōr, “holding fast”), from ἔχειν (ékhein),[2] present active infinitive of ἔχω (ékhō, “to have, own, possess; to hold”), from Proto-Indo-European *seǵʰ- (“to hold; to overpower”).
",,,
redress,(부당하거나 잘못된 것을) 바로잡다[시정하다],纠正，矫正；补偿，向…赔偿损失,,/rɪˈdrɛs/,,"reform, adjust, put right, make right, deal with, correct, amend, harmonize, square, right, settle, set right, cure, ameliorate, put to rights, sort out, make good, remedy, resolve, better, heal, compensate for, retrieve, fix, repair, improve",,,,
proliferate,"급증하다, (빠르게) 확산되다",激增,,/prəˈlɪfəreɪt/,,"escalate, snowball, become more numerous, rocket, grow rapidly, burgeon, run riot, multiply, mushroom","From Latin proles (“offspring”) + ferre (“to bear”) + -ate.
",,,
denounce,맹렬히 비난하다,（公开）谴责，痛斥,,/dɪˈnaʊns/,,"discredit, criticize, censure, decry, vilify, castigate, reject, proscribe, besmirch, attack, revile, damn","From Old French denuncier, from Latin dēnūntiō (“to announce, to denounce, to threaten”), from de + nūntiō (“to announce, to report, to denounce”), from nūntius (“messenger, message”)
",,,
harangue,장광설을 늘어놓다,长篇大论地演说；斥责,,/həˈraŋ/,,"polemic, lecture, diatribe, homily, fulmination, broadside, verbal onslaught, verbal attack, rant, invective","From Middle English arang and French harangue, from Old Italian aringa (modern Italian arringa) from aringare (“speak in public”) (modern Italian arringare), from aringo (“public assembly”), from Gothic *𐌷𐍂𐌹𐌲𐌲𐍃 (*hriggs)[1], akin to Old High German hring (“ring”) (whence German Ring).
",,,
truculent,"반항적인, 약간 공격적인",易怒的；好斗的；寻衅的,,/ˈtrʌkjʊl(ə)nt/,,"belligerent, confrontational, hostile, bellicose, quarrelsome, pugnacious, argumentative, uncooperative, combative, antagonistic, obstreperous, aggressive, ready for a fight, contentious","First attested circa 1540, from Middle French, from Latin truculentus (“fierce, savage”), from trux (“fierce, wild”).
",,,
synchronize,동시에 발생하다[움직이다]; 동시에 발생하게[움직이게] 하다,（使）同步，（使）同时发生,,/ˈsɪŋkrənʌɪz/,,"coinciding, coincident, contemporaneous, synchronous, synchronic, synchronized, done at the same time, happening at the same time, concomitant","From Ancient Greek συγχρονίζω (sunkhronízō).
",,,
euphonious,듣기 좋은,悦耳的，动听的,,/juːˈfəʊnɪəs/,", cacophonous    [WS]","harmonious, tunable (rare), melodious, soothing, lilting, mellifluous, mellifluent, pleasant, sweet-sounding, lyrical, ariose, golden, harmonical, birdsweet (rare), euphonical, mellow, silvery, listenable, tuneful, canorous, euphonic, agreeable, sweet, euphonous, musical, bell-like, symphonious, concentual (rare), dulcet, melodic, soundful, honeyed, silver-toned, euphonious, rhythmical","euphony +‎ -ous (“possessing”).
","honey-mouthed, trilly, —, honey-tongued, silvery, silver-tongued, sonorous    [WS], rhythmical, rhythmic","pleasant    [WS], audible    [WS]","clear, soft    [WS], sweet    [WS]"
aspersion,"비난, 비방, 중상",中伤，诽谤;喷绕法；喷洒法,记忆技巧：a 加强 + spers 散开 + ion 表名词 → 诽谤,/əˈspəːʃ(ə)n/,,"flak, censure, deprecation, defamation of character, opprobrium, calumny, obloquy, attack, character assassination, calumniation, slurs, invective, vituperation, reviling, excoriation, insults, castigation, lambasting, smears, disparagement, denigration, curses, defamation, abuse, denunciation, condemnation, derogation, upbraiding, revilement, slights, criticism, execration, bad press, slander, libel","From Latin aspersiōnem, from aspersiō (“sprinkling”).
",,,
rebel,반역자,（试图武装推翻国家政治制度的）反抗者，造反者,,/ˈrɛb(ə)l/,,"guerrilla, agitator, subversive, revolutionist, terrorist, mutineer, insurgent, anarchist","From Old French rebelle, from Latin rebellis (“waging war again; insurgent”), from rebellō (“I wage war again, fight back”), from re- (“again, back”) + bellō (“I wage war”).
",,,
insidious,서서히[은밀히] 퍼지는,暗中为害的；潜伏的,,/ɪnˈsɪdɪəs/,,"Machiavellian, underhand, deceitful, cunning, surreptitious, wily, backhanded, indirect, deceptive, crafty, sneaking, artful, guileful, slick, tricky, dishonest, subtle, sly","From Middle French insidieux, from Latin īnsidiōsus (“cunning, artful, deceitful”), from īnsidiae (“a lying in wait, an ambush, artifice, stratagem”) + -ōsus, from īnsideō (“to sit in or on”), from in (“in, on”) + sedeō (“to sit”).
",,,
languid,(움직임이) 힘없는[느릿느릿한]; 나른한,慢悠悠的，悠闲自在的,,/ˈlaŋɡwɪd/,,"unhurried, slow-moving, languorous, slow, unenergetic, lacking in energy",,,,
cascade,작은 폭포,小瀑布（常指瀑布群的分支）,,/kasˈkeɪd/,,"torrent, flood, deluge, falls, rapids, fountain, shower, cataract, avalanche, outpouring, white water, water chute","From French cascade, from Italian cascata, from cascare (“to fall”)
",,,
abash,[보통 수동형으로] 무안하게 하다; 당황하게 하다,使惭愧；使羞愧；使困窘；使局促不安,,/əˈbaʃ/,", dignify, honor","dismayed, abash, confuse    [WS], sheepish, discomfit, humble    [WS], discountenanced, remorseful, confused, lower, bring low, mortify, with one's tail between one's legs, discomfited, discomposed, shame    [WS], shamefaced, put to shame, confounded, confound, red-faced, demean, distressed, taken aback, blushing, chagrined, nonplussed, disconcert, humbled, conscience-stricken, crestfallen, disconcerted, debase, put out of countenance, depress, abase, dumbfounded, perturbed, ashamed, embarrass, degrade, mortified, humiliate, humiliated","First attested in 1303. From Middle English abaisen, abaishen, abashen (“to gape with surprise”) etc., from Anglo-Norman abaïss, from Middle French abair, abaisser (“to astonish, alter”), from Old French esbaïr, (French ébahir), from es- (“utterly”) + baïr (“to astonish”), from Latin ex- (“out of”) + baer (“to gape”), from batāre (“to yawn, gape”).[1][2][3]
","ether (slang), put someone in his place (idiomatic), —, put one's foot in it (idiomatic), put one's foot in one's mouth (idiomatic), make an exhibition of oneself (UK), soften someone's cough (idiomatic), make a spectacle of oneself (US), make a fool of oneself","mock    [WS], defame    [WS], attack    [WS], insult, deride    [WS]",
holocaust,(특히 전쟁·화재로 인한) 대참사[대파괴],大屠杀，大毁灭，浩劫,,/ˈhɒləkɔːst/,,"disaster, demolition, devastation, catastrophe, ravaging, annihilation, destruction","From French holocauste, from Late Latin holocaustum, from the neuter form of Ancient Greek ὁλόκαυστος (holókaustos), from ὅλος (hólos, “whole”) + καυστός (kaustós, “burnt”), from καίω (kaíō, “I burn”). Used to refer to mass killings since at least 1925.[1]
",,,
expiate,속죄하다,赎（罪）；补偿；弥补,,/ˈɛkspɪeɪt/,,"do penance for, make restitution for, pay for, purge, make reparation for, square, make redress for, offset, redeem, make recompense for, make good, redress, make amends for, make up for","From Latin expiātus, past participle of expiō (“atone for”).
",,,
whim,"(일시적인) 기분, 변덕",突然的念头，冲动,,/wɪm/,,"megrim (rare), notion, whimsy, figary (obsolete), inclination, whim-wham, fancy, caprice, idea, crotchet, boutade, lark, crotchet (archaic), fad, toy    [WS] (obsolete), foible, conceit, passion, delirament (obsolete), flisk (Scotland), whim, fangle, megrim, urge, kink, bent, freak, vagary, spleen (obsolete), capriccio, craze, maggot (obsolete)",,,"idea, impulse, thought, notion","whimling (obsolete), on a whim (idiomatic)"
bewilder,어리둥절하게[혼란스럽게] 만들다,使迷惑，使糊涂；难住,,/bɪˈwɪldə/,,,"From be- (prefix used as an intensifier) +‎ wilder (“to lead astray; to go astray, wander”).[1]
",,,
defamation,"중상, 명예 훼손",诬蔑;诽谤;中伤,,/ˌdɛfəˈmeɪʃ(ə)n/,,"backbiting, aspersions, malediction, scandal, defamation of character, abuse, vilification, calumny, obloquy, scandalmongering, slander, traducement, character assassination, tittle-tattle, muckraking, malicious gossip","From Old French diffamacion (French diffamation), from Latin diffāmātiō.
",,,
contradict,"(어떤 사람의 말을) 부정[부인]하다, 반박하다",反驳，否定；（事实或声明）（与…）相矛盾，（与…）有抵触,,/kɒntrəˈdɪkt/,,"counter, rebut, refute, dispute","Borrowed from Latin contradict-, the participle stem of contrādīcō (“I speak against”) (originally two words).
",,,
minatory,"협박하는, 위협적인",威胁的;恐吓的,,/ˈmɪnəˌt(ə)ri/,,"fearsome, mean-looking, alarming, baleful, intimidating, frightening, terrifying, scary, forbidding, bullying","Borrowed from Middle French minatoire, from Latin minatorius, from minari (“to threaten”).
",,,
acerbic,"가혹한, 신랄한",尖刻的；辛辣的,,/əˈsəːbɪk/,,"biting, razor-edged, satirical, hurtful, waspish, virulent, astringent, stinging, spiteful, piercing, penetrating, vicious, devastating, cruel, scathing, searing, vitriolic, acrimonious, caustic, harsh, mordant, sarcastic, abrasive, trenchant, unkind, sardonic, bitter, poisonous, venomous, keen, severe, malicious, wounding, cutting, incisive","Attested since the 17th century, from Latin acerbus (“sour, bitter”).
",,,
acquit,무죄를 선고하다,宣判…无罪,,/əˈkwɪt/,", accuse, incriminate, impeach, inculpate, charge, indict, convict, condemn, blame    [WS]","pronounce not guilty, declare innocent, absolve, acquit, disculpate, find innocent, remit, pardon, exonerate, vindicate, exculpate, clear","From Middle English aquī̆ten (“to give in return; to pay, repay; to redeem (a pledge, security), to make good (a promise); to make amends; to relieve of an obligation; to acquit, clear of a charge; to free; to deprive of; to do one's part, acquit oneself; to act, behave (in a certain way)”), from Old French aquiter (“to act, do”) and Medieval Latin acquitāre (“to settle a debt”),[1] from ad- (“prefix meaning ‘to’”) + quitare (“to free”),[2] equivalent to a- +‎ quit. See quit and compare acquiet.
","reprieve, amnesty","exempt, free, release, excuse",
hinder,"저해[방해]하다, …을 못하게 하다",阻碍，妨碍,,/ˈhɪndə/,", abet, hurdle, facilitate, expedite, further, assist    [WS], nurture    [WS], help    [WS]","let, forslow, restrict, stop, arrest, balk, baffle, delay, obstruct, foil, frustrate, thwarten, difficult    [WS] (obsolete), hinder, curb, incommode, behedge, hold back, slow down    [WS], forestay, handicap, overslaugh (US dialect), stay, prevent, be a hindrance to, hold up, halt, interfere with, prevene (obsolete), inhibit, impede, get in the way, umbeset, undermine, thwart, set back, slow down, hamper, retard, forestall","From Middle Dutch hinder, from the verb hinderen.
","spoil    [WS], shut out    [WS], complicate    [WS]",,"cumber, filibuster, roadblock, suspend, underfoot, hold back, keep back, prevent, counteract    [WS], stop    [WS], cap, abligate (obsolete), stem, inhibit, encumber, block, detain, put on ice, stall, bar, forestall, withstrain"
chromosome,염색체,染色体,,/ˈkrəʊməsəʊm/,,,"19th century: from German Chromosom, ultimately from Ancient Greek χρῶμα (khrôma, “colour”) + σῶμα (sôma, “body”) (because they are stained under the microscope). Equivalent to chromo- +‎ -some.
",,,
condign,적절한,适当的;应得的,,/kənˈdʌɪn/,,"warranted, well deserved, merited, justified, earned, justifiable","From Old French condigne, from Latin condignus, from con- +‎ dignus (“worthy”).
",,,
rejoinder,"응수, 답변",回答；反驳,,/rɪˈdʒɔɪndə/,,"retort, riposte, counter, response, reply, sally","From Middle French rejoindre, with infinitive used as noun frequent in Law French.
",,,
intersperse,(…속에·사이에) 배치하다,无规律地混入；散布；点缀,,/ɪntəˈspəːs/,,"sprinkle, distribute, litter, pepper, disperse, strew, dot, spread","From Latin interspersus.
",,,
