word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,pof,en,var
unctuous,(말·행동이) 번지르르한,谄媚的；虚情假意的,,/ˈʌŋ(k)tjʊəs/,,"ingratiating, obsequious, fawning, servile, self-abasing, grovelling, subservient, wheedling, cajoling, crawling, cringing, Uriah Heepish, humble, toadying, hypocritical, insincere, flattering, adulatory, honey-tongued, silver-tongued, gushing, effusive, suave, urbane, glib, smooth, smooth-tongued, smooth-spoken, smooth-talking, slick, slippery, saccharine","Borrowed from Medieval Latin unctuōsus (“oily”), from Latin unctum, from unguere, ungere (“to anoint”).
",[ADJ],"If you describe someone as unctuous, you are critical of them because they seem to be full of praise, kindness, or interest, but are obviously insincere.",
ignominy,"불명예, 수치",耻辱，侮辱,,/ˈɪɡnəmɪni/,,"humiliation, embarrassment, mortification","Borrowed from French ignominie, from Latin ignōminia, from ig- (“not”) + nomen (“name”) (prefix assimilated form of in-).
",[NOUN],Ignominy is shame or public disgrace.,
opaque,불투명한,不透明的；不透光的,,/ə(ʊ)ˈpeɪk/,,"cloudy, filmy, blurred, smeared, hazy, misty, dirty, dingy, muddy, muddied, grimy, smeary","From Middle English opake, from Latin opacus (“shaded, shady, dark”) (of unknown origin), later reinforced from Middle French opaque. Doublet of ubac.
",[ADJ],"If an object or substance is opaque, you cannot see through it.",
belligerent,"적대적인, 공격적인",好斗的；挑衅的,,/bəˈlɪdʒ(ə)r(ə)nt/,,"aggressive, threatening, antagonistic, pugnacious, bellicose, truculent, confrontational, argumentative, quarrelsome, disputatious, contentious, militant, combative","From Latin belligerans (“waging war”), present active participle of belligerō (“I wage war”), from belliger (“waging war, warlike”), from bellum (“war”) + -ger (from gerō (“I lead, wage, carry on”)).
",[ADJ],A belligerent person is hostile and aggressive.,
alias,"…라는 가명으로 알려진, 일명 …라 불리는",又名，亦名；化名为,,/ˈeɪlɪəs/,,"aka, also called, otherwise known as, otherwise","From Latin alias (“at another time; (in the post-Augustan period) at another time or place, elsewhere, under other circumstances, otherwise”), feminine accusative plural of alius (“other”). See else and alien.
",[NOUN],"An alias is a false name, especially one used by a criminal.",
equanimity,"(특히 힘든 상황에서의) 침착, 평정",（尤指处于震惊、失望或困境时的）镇静，沉着，冷静,,/ˌɛkwəˈnɪmɪti/,,"calmness, calm, level-headedness, self-possession, self-control, even-temperedness, coolness, cool-headedness, presence of mind","From French équanimité, from Latin aequanimitās (“calmness, equanimity”), from aequus (“even; calm; fair”) + animus (“mind, soul”) + -itās. Surface analysis is equ- +‎ animus +‎ -ity.
",[NOUN],"Equanimity is a calm state of mind and attitude to life, so that you never lose your temper or become upset.",
labyrinth,미로,迷宫；曲径,,/ˈlab(ə)rɪnθ/,,"warren, network, complex, web, coil, entanglement","Borrowed from Latin labyrinthus, from Ancient Greek λαβύρινθος (labúrinthos, “maze”).
",[NOUN],"If you describe a place as a labyrinth, you mean that it is made up of a complicated series of paths or passages, through which it is difficult to find your way.",
perhaps,"아마, 어쩌면",或许，可能,,/pəˈhaps/,,"for all I know, for all you know, it could be, it could be that, it may be, it may be that, it is possible, it is possible that, possibly, conceivably, feasibly","Alteration (via plural -s or adverbial -s) of earlier perhap, equivalent to per +‎ hap (“chance, coincidence”).
",[ADV],"You use perhaps to express uncertainty, for example, when you do not know that something is definitely true, or when you are mentioning something that may possibly happen in the future in the way you describe.",
apostle,사도(예수 열두 제자 중 한 사람),（信仰或政治运动的）宣导者，鼓吹者，先驱,,/əˈpɒs(ə)l/,,"evangelist, evangelical, proselytizer, spreader of the faith, spreader of the word, preacher, teacher","Borrowed from Late Latin apostolus, from Ancient Greek ἀπόστολος (apóstolos, “one sent forth, apostle”).
",[NOUN],The apostles were the followers of Jesus Christ who went from place to place telling people about him and trying to persuade them to become Christians.,
affix,"부착하다, 붙이다",使固定；附上；黏上；贴上,,/əˈfɪks/,,"stick, fasten, bind, fix, post, secure, join, connect, couple","Borrowed from Latin affixus, perfect passive participle of affigere (from ad- + figere).
",[VERB],"If you affix one thing to another, you stick it or attach it to the other thing.",
precipice,벼랑,悬崖，峭壁,,/ˈprɛsɪpɪs/,,"steep cliff, rock face, sheer drop, cliff, crag, bluff, height, escarpment, scarp, escarp, scar","First attested in 1598, from Middle French precipice, from Latin praecipitium (“a steep place”), from praeceps (“steep”), from prae + caput (“head”). First meaning of the noun is recorded from 1632.
",[NOUN],A precipice is a very steep cliff on a mountain.,
microcosm,"소우주, (더 큰 것의) 축소판",缩影；微观世界,,/ˈmʌɪkrə(ʊ)kɒz(ə)m/,,,"From French microcosme, from Latin microcosmus, from Ancient Greek μικρός (mikrós, “small”) + κόσμος (kósmos, “world”); micro- +‎ -cosm
",[NOUN],"A microcosm is a small society, place, or activity which has all the typical features of a much larger one and so seems like a smaller version of it.",
affidavit,선서 진술서,（法庭上作证用的）书面证词,,/ˌafɪˈdeɪvɪt/,,"statement, sworn statement, attestation, declaration, avowal, plea, submission, claim, contention, charge, allegation","From Medieval Latin affidavit (“he has sworn”), the third person singular perfect tense of affido (“swear”), from fīdō, ultimately from Proto-Indo-European *bʰidʰ-, zero-grade of Proto-Indo-European *bʰeydʰ- (“to command, to persuade, to trust”). Cognate to fidelity and faith (same Latin root), but not to affirm (shared Latin ad- prefix, but different Latin and Proto-Indo-European roots).
",[NOUN],An affidavit is a written statement which you swear is true and which may be used as evidence in a court of law.,
chronometer,크로노미터(특히 항해 때 쓰는 정밀 시계),精密时计,,/krəˈnɒmɪtə/,,"chronometer, small clock, timer","From Ancient Greek χρόνος (khrónos, “time”) + μέτρον (métron, “measure”); synchronically, chrono- +‎ -meter.
",[NOUN],A chronometer is an extremely accurate clock that is used especially by sailors at sea.,
susceptible,민감한,易受影响的，易受伤害的,,/səˈsɛptɪb(ə)l/,,"receptive to, vulnerable to, defenceless against","From Late Latin susceptibilis, from Latin susceptus, from suscipiō.
",[ADJ],"If you are susceptible to something or someone, you are very likely to be influenced by them.",
hector,위협하다,威吓,,/ˈhɛktə/,,"intimidate, browbeat, cow, badger, chivvy, harass, torment, plague","From Hector (“in Greek and Roman mythology, a character in Homer’s Iliad who is the greatest warrior of Troy”), from Late Middle English Hector (“warrior with the qualities of Hector”),[1] from Latin Hectōr or Ancient Greek Ἕκτωρ (Héktōr), from ἕκτωρ (héktōr, “holding fast”), from ἔχειν (ékhein),[2] present active infinitive of ἔχω (ékhō, “to have, own, possess; to hold”), from Proto-Indo-European *seǵʰ- (“to hold; to overpower”).
",[VERB],"If you say that someone is hectoring you, you do not like the way they are trying to make you do something by bothering you and talking to you aggressively.",
redress,(부당하거나 잘못된 것을) 바로잡다[시정하다],纠正，矫正；补偿，向…赔偿损失,,/rɪˈdrɛs/,,"correct, make right, put right, set right, right, put to rights, compensate for, sort out, deal with, amend, remedy, repair, fix, cure, heal, make good, reform, harmonize, retrieve, improve, better, ameliorate, adjust, resolve, settle, square",,[VERB],"If you redress something such as a wrong or a complaint, you do something to correct it or to improve things for the person who has been badly treated.",
proliferate,"급증하다, (빠르게) 확산되다",激增,,/prəˈlɪfəreɪt/,,"grow rapidly, multiply, become more numerous, mushroom, snowball, burgeon, escalate, rocket, run riot","From Latin proles (“offspring”) + ferre (“to bear”) + -ate.
",[VERB],"If things proliferate, they increase in number very quickly.",
denounce,맹렬히 비난하다,（公开）谴责，痛斥,,/dɪˈnaʊns/,,"criticize, attack, censure, castigate, decry, revile, vilify, besmirch, discredit, damn, reject, proscribe","From Old French denuncier, from Latin dēnūntiō (“to announce, to denounce, to threaten”), from de + nūntiō (“to announce, to report, to denounce”), from nūntius (“messenger, message”)
",[VERB],"If you denounce a person or an action, you criticize them severely and publicly because you feel strongly that they are wrong or evil.",
harangue,장광설을 늘어놓다,长篇大论地演说；斥责,,/həˈraŋ/,,"lecture, diatribe, homily, polemic, rant, fulmination, broadside, verbal attack, verbal onslaught, invective","From Middle English arang and French harangue, from Old Italian aringa (modern Italian arringa) from aringare (“speak in public”) (modern Italian arringare), from aringo (“public assembly”), from Gothic *𐌷𐍂𐌹𐌲𐌲𐍃 (*hriggs)[1], akin to Old High German hring (“ring”) (whence German Ring).
",[VERB],"If someone harangues you, they try to persuade you to accept their opinions or ideas in a forceful way.",
truculent,"반항적인, 약간 공격적인",易怒的；好斗的；寻衅的,,/ˈtrʌkjʊl(ə)nt/,,"aggressive, antagonistic, belligerent, pugnacious, bellicose, combative, confrontational, ready for a fight, hostile, obstreperous, argumentative, quarrelsome, contentious, uncooperative","First attested circa 1540, from Middle French, from Latin truculentus (“fierce, savage”), from trux (“fierce, wild”).
",[ADJ],"If you say that someone is truculent, you mean that they are bad-tempered and aggressive.",
synchronize,동시에 발생하다[움직이다]; 동시에 발생하게[움직이게] 하다,（使）同步，（使）同时发生,,/ˈsɪŋkrənʌɪz/,,"happening at the same time, done at the same time, contemporaneous, concomitant, coinciding, coincident, synchronous, synchronized, synchronic","From Ancient Greek συγχρονίζω (sunkhronízō).
",[VERB],"If you synchronize two activities, processes, or movements, or if you synchronize one activity, process, or movement with another, you cause them to happen at the same time and speed as each other.",
euphonious,듣기 좋은,悦耳的，动听的,,/juːˈfəʊnɪəs/,,"sweet-sounding, mellow, mellifluous, dulcet, sweet, honeyed, lyrical, silvery, silver-toned, golden, bell-like, rhythmical, lilting, pleasant, agreeable, soothing","euphony +‎ -ous (“possessing”).
",[VERB],to make pleasant to hear; render euphonious,"clear, soft    [WS], sweet    [WS]"
aspersion,"비난, 비방, 중상",中伤，诽谤;喷绕法；喷洒法,记忆技巧：a 加强 + spers 散开 + ion 表名词 → 诽谤,/əˈspəːʃ(ə)n/,,"disparagement, denigration, defamation, defamation of character, abuse, vituperation, condemnation, criticism, censure, castigation, denunciation, flak, deprecation, opprobrium, obloquy, derogation, slander, revilement, reviling, calumny, calumniation, slurs, smears, execration, excoriation, lambasting, upbraiding, bad press, character assassination, attack, invective, libel, insults, slights, curses","From Latin aspersiōnem, from aspersiō (“sprinkling”).
",[NOUN],a disparaging or malicious remark; slanderous accusation (esp in the phrase cast aspersions (on)),
